team_id,team_name,player_id,player_name,position
1,Las Vegas Raiders,31335,Dylan Laube,RB
1,Las Vegas Raiders,36070,Tyreik McAllister,WR
1,Las Vegas Raiders,48402,Demarcus Governor,CB
2,Jacksonville Jaguars,68,C.J. Beathard,QB
2,Jacksonville Jaguars,69,Trevor Lawrence,QB
2,Jacksonville Jaguars,70,E.J. Perry,QB
2,Jacksonville Jaguars,72,Travis Etienne Jr.,RB
2,Jacksonville Jaguars,79,Tim Jones,WR
2,Jacksonville Jaguars,82,Christian Kirk,WR
2,Jacksonville Jaguars,85,Seth Williams,WR
2,Jacksonville Jaguars,87,Evan Engram,TE
2,Jacksonville Jaguars,88,Luke Farrell,TE
2,Jacksonville Jaguars,106,Roy Robertson-Harris,DT
2,Jacksonville Jaguars,111,DaVon Hamilton,DT
2,Jacksonville Jaguars,113,Josh Allen,DE
2,Jacksonville Jaguars,115,Caleb Johnson,LB
2,Jacksonville Jaguars,116,Devin Lloyd,LB
2,Jacksonville Jaguars,117,Chad Muma,LB
2,Jacksonville Jaguars,118,Foyesade Oluokun,LB
2,Jacksonville Jaguars,121,Travon Walker,DE
2,Jacksonville Jaguars,122,Montaric Brown,CB
2,Jacksonville Jaguars,123,Tyson Campbell,CB
2,Jacksonville Jaguars,130,Andre Cisco,S
2,Jacksonville Jaguars,134,Daniel Thomas,S
2,Jacksonville Jaguars,135,Andrew Wingard,S
2,Jacksonville Jaguars,138,Logan Cooke,P
2,Jacksonville Jaguars,139,Ross Matiscik,LS
2,Jacksonville Jaguars,141,Mac Jones,QB
2,Jacksonville Jaguars,221,Gary Brightwell,RB
2,Jacksonville Jaguars,302,Devin Duvernay,WR
2,Jacksonville Jaguars,463,Josh Reynolds,WR
2,Jacksonville Jaguars,505,Anthony Pittman,LB
2,Jacksonville Jaguars,513,Amani Oruwariye,CB
2,Jacksonville Jaguars,614,D'Ernest Johnson,RB
2,Jacksonville Jaguars,735,Tre Flowers,CB
2,Jacksonville Jaguars,915,Denzel Mims,WR
2,Jacksonville Jaguars,948,Jonathan Marshall,DT
2,Jacksonville Jaguars,1003,Blake Hance,G
2,Jacksonville Jaguars,1012,Arik Armstead,DE
2,Jacksonville Jaguars,1067,Josiah Deguara,TE
2,Jacksonville Jaguars,1110,Adrian Amos,S
2,Jacksonville Jaguars,1114,Darnell Savage,S
2,Jacksonville Jaguars,1169,Trevis Gipson,LB
2,Jacksonville Jaguars,1425,Gabe Davis,WR
2,Jacksonville Jaguars,1437,Mitch Morse,C
2,Jacksonville Jaguars,1624,Terrell Edmunds,S
2,Jacksonville Jaguars,1677,Tanner Muse,LB
2,Jacksonville Jaguars,1886,Rasheem Green,DE
2,Jacksonville Jaguars,2058,Ronald Darby,CB
2,Jacksonville Jaguars,2188,Joe Gaziano,DE
2,Jacksonville Jaguars,2244,Austin Trammell,WR
2,Jacksonville Jaguars,2344,Esezi Otomewo,DT
2,Jacksonville Jaguars,2531,Jeremiah Ledbetter,DT
2,Jacksonville Jaguars,2649,Raymond Johnson III,DE
2,Jacksonville Jaguars,3266,Tevaughn Campbell,CB
2,Jacksonville Jaguars,4163,Breeland Speaks,DE
2,Jacksonville Jaguars,7609,Jarrian Jones,CB
2,Jacksonville Jaguars,8991,Tyler Lacy,DT
2,Jacksonville Jaguars,9273,Erick Hallett II,S
2,Jacksonville Jaguars,9349,Jordan Jefferson,DT
2,Jacksonville Jaguars,10915,Parker Washington,WR
2,Jacksonville Jaguars,10921,Brenton Strange,TE
2,Jacksonville Jaguars,11547,DJ Coleman,DE
2,Jacksonville Jaguars,12287,Elijah Cooks,WR
2,Jacksonville Jaguars,14640,Steven Jones,G
2,Jacksonville Jaguars,14825,Antonio Johnson,S
2,Jacksonville Jaguars,14932,Ventrell Miller,LB
2,Jacksonville Jaguars,15585,Brevin Easton,WR
2,Jacksonville Jaguars,16582,Cam Little,PK
2,Jacksonville Jaguars,17043,Deantre Prince,CB
2,Jacksonville Jaguars,17211,Joshua Cephus,WR
2,Jacksonville Jaguars,18416,Christian Braswell,CB
2,Jacksonville Jaguars,18530,Andrew Parker,LB
2,Jacksonville Jaguars,21566,Tank Bigsby,RB
2,Jacksonville Jaguars,23488,Joseph Scates,WR
2,Jacksonville Jaguars,24200,Myles Cole,DE
2,Jacksonville Jaguars,24381,Keilan Robinson,RB
2,Jacksonville Jaguars,24799,Yasir Abdullah,LB
2,Jacksonville Jaguars,24994,Shawn Bowman,TE
2,Jacksonville Jaguars,25771,Brian Thomas Jr.,WR
2,Jacksonville Jaguars,25813,Maason Smith,DT
2,Jacksonville Jaguars,29376,Jalen Jackson,RB
3,New England Patriots,73,JaMycal Hasty,RB
3,New England Patriots,142,Bailey Zappe,QB
3,New England Patriots,144,Kevin Harris,RB
3,New England Patriots,145,Rhamondre Stevenson,RB
3,New England Patriots,149,Kendrick Bourne,WR
3,New England Patriots,157,Tyquan Thornton,WR
3,New England Patriots,161,Hunter Henry,TE
3,New England Patriots,169,Mike Onwenu,OT
3,New England Patriots,178,Jeremiah Pharms Jr.,DT
3,New England Patriots,179,Deatrich Wise Jr.,DE
3,New England Patriots,180,Christian Barmore,DT
3,New England Patriots,182,Daniel Ekuale,DT
3,New England Patriots,183,Davon Godchaux,DT
3,New England Patriots,185,Sam Roberts,DT
3,New England Patriots,186,Ja'Whaun Bentley,LB
3,New England Patriots,187,Anfernee Jennings,LB
3,New England Patriots,193,Jahlani Tavai,LB
3,New England Patriots,194,Josh Uche,LB
3,New England Patriots,198,Jonathan Jones,CB
3,New England Patriots,199,Marcus Jones,CB
3,New England Patriots,201,Shaun Wade,CB
3,New England Patriots,203,Joshuah Bledsoe,S
3,New England Patriots,205,Kyle Dugger,S
3,New England Patriots,208,Jabrill Peppers,S
3,New England Patriots,210,Brenden Schooler,S
3,New England Patriots,215,Joe Cardona,LS
3,New England Patriots,272,Oshane Ximines,LB
3,New England Patriots,385,Austin Hooper,TE
3,New England Patriots,425,Monty Rice,LB
3,New England Patriots,598,Jaylinn Hawkins,S
3,New England Patriots,605,Jacoby Brissett,QB
3,New England Patriots,665,Sione Takitaki,LB
3,New England Patriots,700,Mitchell Wilcox,TE
3,New England Patriots,701,Ben Brown,C
3,New England Patriots,819,Marco Wilson,CB
3,New England Patriots,880,Christian Elliss,LB
3,New England Patriots,1096,Kobe Jones,LB
3,New England Patriots,1191,A.J. Thomas,S
3,New England Patriots,1262,Antonio Gibson,RB
3,New England Patriots,1269,Alex Erickson,WR
3,New England Patriots,1300,Will Bradley-King,LB
3,New England Patriots,1336,Joey Slye,PK
3,New England Patriots,1370,Michael Jordan,G
3,New England Patriots,1465,Joe Giles-Harris,LB
3,New England Patriots,1524,Yannick Ngakoue,LB
3,New England Patriots,1531,Eric Johnson,DT
3,New England Patriots,1732,Nick Leverett,G
3,New England Patriots,1817,Josiah Bronson,DT
3,New England Patriots,1932,Kawaan Baker,WR
3,New England Patriots,2043,Mike Purcell,DT
3,New England Patriots,2122,Trysten Hill,DT
3,New England Patriots,2322,K.J. Osborn,WR
3,New England Patriots,2324,Jalen Reagor,WR
3,New England Patriots,2341,Vederian Lowe,OT
3,New England Patriots,6801,Ochaun Mathis,LB
3,New England Patriots,7994,Drake Maye,QB
3,New England Patriots,8120,Terrell Jennings,RB
3,New England Patriots,9246,John Morgan III,DE
3,New England Patriots,9874,Joe Milton III,QB
3,New England Patriots,10123,Javon Baker,WR
3,New England Patriots,10971,Curtis Jacobs,LB
3,New England Patriots,14305,Steele Chambers,LB
3,New England Patriots,14695,Christian Gonzalez,CB
3,New England Patriots,16490,Matt Landers,WR
3,New England Patriots,17037,Miles Battle,CB
3,New England Patriots,17178,Dell Pettus,S
3,New England Patriots,17464,Demontrey Jacobs,OT
3,New England Patriots,18088,Chad Ryland,PK
3,New England Patriots,19614,Azizi Hearn,CB
3,New England Patriots,22546,Demario Douglas,WR
3,New England Patriots,23614,Jaheim Bell,TE
3,New England Patriots,23671,Marcellas Dial,CB
3,New England Patriots,25305,Deshaun Fenwick,RB
3,New England Patriots,25394,Alex Austin,CB
3,New England Patriots,25554,Ja'Lynn Polk,WR
3,New England Patriots,25759,Kayshon Boutte,WR
3,New England Patriots,25812,Jaquelin Roy,DT
3,New England Patriots,25933,Keion White,DE
3,New England Patriots,27153,Titus Leo,LB
3,New England Patriots,27415,Mikey Victor,CB
3,New England Patriots,31180,Marte Mapu,S
3,New England Patriots,33901,Isaiah Bolden,CB
3,New England Patriots,34086,Truman Jones,DE
3,New England Patriots,36261,Bryce Baringer,P
3,New England Patriots,36360,La'Michael Pettway,TE
3,New England Patriots,39835,JaQuae Jackson,WR
3,New England Patriots,48404,Jotham Russell,DE
3,New England Patriots,48415,David Wallis,WR
3,New England Patriots,48416,Liam Fornadel,G
3,New England Patriots,48459,Christian McCarroll,LB
4,New York Giants,9,Jakob Johnson,FB
4,New York Giants,24,Jermaine Eluemunor,G
4,New York Giants,89,Chris Manhertz,TE
4,New York Giants,120,Ty Summers,LB
4,New York Giants,126,Tre Herndon,CB
4,New York Giants,216,Daniel Jones,QB
4,New York Giants,231,Wan'Dale Robinson,WR
4,New York Giants,234,Darius Slayton,WR
4,New York Giants,236,Daniel Bellinger,TE
4,New York Giants,241,Joshua Ezeudu,G
4,New York Giants,251,Andrew Thomas,OT
4,New York Giants,253,Kayvon Thibodeaux,LB
4,New York Giants,256,D.J. Davidson,DT
4,New York Giants,258,Dexter Lawrence,DT
4,New York Giants,259,Darrian Beavers,LB
4,New York Giants,264,Tomon Fox,LB
4,New York Giants,265,Micah McFadden,LB
4,New York Giants,266,Azeez Ojulari,LB
4,New York Giants,273,Cor'Dale Flott,CB
4,New York Giants,275,Adoree' Jackson,CB
4,New York Giants,277,Nick McCloud,CB
4,New York Giants,279,Jason Pinnock,S
4,New York Giants,282,Dane Belton,S
4,New York Giants,286,Graham Gano,PK
4,New York Giants,287,Jamie Gillan,P
4,New York Giants,288,Casey Kreiter,LS
4,New York Giants,448,Tim Boyle,QB
4,New York Giants,570,Timmy Horne,DT
4,New York Giants,807,Isaiah Simmons,LB
4,New York Giants,847,Tyree Jackson,TE
4,New York Giants,849,Jack Stoll,TE
4,New York Giants,882,Patrick Johnson,LB
4,New York Giants,887,Mario Goodrich,CB
4,New York Giants,1134,Ihmir Smith-Marsette,WR
4,New York Giants,1166,Armon Watts,DT
4,New York Giants,1167,Matthew Adams,LB
4,New York Giants,1243,Benton Whitley,LB
4,New York Giants,1326,Christian Holmes,CB
4,New York Giants,1378,Brian Burns,LB
4,New York Giants,1421,Devin Singletary,RB
4,New York Giants,1428,Isaiah Hodgins,WR
4,New York Giants,1430,Isaiah McKenzie,WR
4,New York Giants,1441,Greg Van Roten,G
4,New York Giants,1450,Boogie Basham,DE
4,New York Giants,1460,Jordan Phillips,DT
4,New York Giants,1538,Bobby Okereke,LB
4,New York Giants,1559,Matt Haack,P
4,New York Giants,1572,Miles Boykin,WR
4,New York Giants,1576,Gunner Olszewski,WR
4,New York Giants,1633,Drew Lock,QB
4,New York Giants,1735,Aaron Stinnie,G
4,New York Giants,1750,Rakeem Nunez-Roches,DT
4,New York Giants,2087,Dennis Houston,WR
4,New York Giants,2154,Joshua Kelley,RB
4,New York Giants,2220,Raheem Layne,S
4,New York Giants,2242,Allen Robinson II,WR
4,New York Giants,2274,Elijah Garcia,DE
4,New York Giants,2295,David Long Jr.,CB
4,New York Giants,2337,Austin Schlottmann,C
4,New York Giants,2371,Duke Shelley,CB
4,New York Giants,2378,Greg Joseph,PK
4,New York Giants,2656,Breon Borders,CB
4,New York Giants,2926,Greg Stroman Jr.,CB
4,New York Giants,7279,Tommy DeVito,QB
4,New York Giants,9307,Bryce FordWheaton,WR
4,New York Giants,9889,Jalin Hyatt,WR
4,New York Giants,9986,Dee Williams,CB
4,New York Giants,10212,Divaad Wilson,CB
4,New York Giants,10623,Dyontae Johnson,LB
4,New York Giants,10802,Tyrone Tracy,RB
4,New York Giants,10918,Theo Johnson,TE
4,New York Giants,10977,Jonathan Sutherland,S
4,New York Giants,11775,Kyler Baugh,DT
4,New York Giants,11818,Tyler Nubin,S
4,New York Giants,13031,Tre Hawkins III,CB
4,New York Giants,14654,Jordon Riley,DT
4,New York Giants,14656,Casey Rogers,DT
4,New York Giants,14860,Lorenzo Lingard,RB
4,New York Giants,15074,Clayton Isbell,S
4,New York Giants,15347,Eric Gray,RB
4,New York Giants,15857,Cory Durden,DT
4,New York Giants,16808,Andru Phillips,CB
4,New York Giants,17392,Art Green,CB
4,New York Giants,17398,Gervarrius Owens,S
4,New York Giants,18069,Deonte Banks,CB
4,New York Giants,18437,Jude McAtamney,PK
4,New York Giants,19390,Anthony Johnson Jr.,S
4,New York Giants,19600,Darius Muasau,LB
4,New York Giants,19616,Alex Johnson,CB
4,New York Giants,20732,Trey Kiser,LB
4,New York Giants,23594,Dante Miller,RB
4,New York Giants,23888,Elijah Chatman,DT
4,New York Giants,24447,Ovie Oghoufo,DE
4,New York Giants,24804,K.J. Cloyd,LB
4,New York Giants,25767,Malik Nabers,WR
4,New York Giants,27547,Ayir Asante,WR
4,New York Giants,47021,John Jiles,WR
5,Baltimore Ravens,148,Nelson Agholor,WR
5,Baltimore Ravens,159,Scotty Washington,TE
5,Baltimore Ravens,291,Lamar Jackson,QB
5,Baltimore Ravens,297,Justice Hill,RB
5,Baltimore Ravens,299,Patrick Ricard,FB
5,Baltimore Ravens,300,Rashod Bateman,WR
5,Baltimore Ravens,307,Tylan Wallace,WR
5,Baltimore Ravens,309,Mark Andrews,TE
5,Baltimore Ravens,311,Charlie Kolar,TE
5,Baltimore Ravens,312,Isaiah Likely,TE
5,Baltimore Ravens,315,Tyler Linderbaum,C
5,Baltimore Ravens,316,Ben Cleveland,G
5,Baltimore Ravens,318,Patrick Mekari,G
5,Baltimore Ravens,325,Ronnie Stanley,OT
5,Baltimore Ravens,326,Brent Urban,DE
5,Baltimore Ravens,328,Travis Jones,DT
5,Baltimore Ravens,330,Justin Madubuike,DT
5,Baltimore Ravens,332,Michael Pierce,DT
5,Baltimore Ravens,333,Broderick Washington,DT
5,Baltimore Ravens,338,Malik Harrison,LB
5,Baltimore Ravens,343,David Ojabo,LB
5,Baltimore Ravens,344,Odafe Oweh,LB
5,Baltimore Ravens,348,Josh Ross,LB
5,Baltimore Ravens,349,Kristian Welch,LB
5,Baltimore Ravens,350,Jalyn Armour-Davis,CB
5,Baltimore Ravens,353,Marlon Humphrey,CB
5,Baltimore Ravens,356,Brandon Stephens,CB
5,Baltimore Ravens,357,Damarion Williams,CB
5,Baltimore Ravens,358,Daryl Worley,CB
5,Baltimore Ravens,360,Kyle Hamilton,S
5,Baltimore Ravens,362,Ar'Darius Washington,S
5,Baltimore Ravens,363,Marcus Williams,S
5,Baltimore Ravens,364,Justin Tucker,PK
5,Baltimore Ravens,365,Jordan Stout,P
5,Baltimore Ravens,373,Derrick Henry,RB
5,Baltimore Ravens,498,Chris Board,LB
5,Baltimore Ravens,591,Ka'dar Hollman,CB
5,Baltimore Ravens,615,John Kelly Jr.,RB
5,Baltimore Ravens,724,Josh Tupou,DT
5,Baltimore Ravens,815,Christian Matthew,CB
5,Baltimore Ravens,816,Trayvon Mullen,CB
5,Baltimore Ravens,1173,Roquan Smith,LB
5,Baltimore Ravens,1190,Eddie Jackson,S
5,Baltimore Ravens,1479,Tre'Davious White,CB
5,Baltimore Ravens,1574,Diontae Johnson,WR
5,Baltimore Ravens,1575,Anthony Miller,WR
5,Baltimore Ravens,1579,Steven Sims,WR
5,Baltimore Ravens,1600,Chris Wormley,DE
5,Baltimore Ravens,1617,Arthur Maulet,CB
5,Baltimore Ravens,1717,Russell Gage,WR
5,Baltimore Ravens,1752,Deadrin Senat,DT
5,Baltimore Ravens,1908,Desmond King II,CB
5,Baltimore Ravens,1934,Deonte Harty,WR
5,Baltimore Ravens,2208,Kyle Van Noy,LB
5,Baltimore Ravens,2360,William Kwenkeu,LB
5,Baltimore Ravens,2695,Josh Johnson,QB
5,Baltimore Ravens,2720,Keith Kirkwood,WR
5,Baltimore Ravens,10878,Sanoussi Kane,S
5,Baltimore Ravens,10946,Adisa Isaac,LB
5,Baltimore Ravens,11835,Emory Jones,QB
5,Baltimore Ravens,13464,Yvandy Rigby,LB
5,Baltimore Ravens,14538,Tramel Walthour,DE
5,Baltimore Ravens,15681,Keaton Mitchell,RB
5,Baltimore Ravens,15791,Devin Leary,QB
5,Baltimore Ravens,16972,Dayton Wade,WR
5,Baltimore Ravens,17013,Tavius Robinson,LB
5,Baltimore Ravens,17835,Joe Evans,LB
5,Baltimore Ravens,18072,Beau Brade,S
5,Baltimore Ravens,18222,Zay Flowers,WR
5,Baltimore Ravens,18339,Sean Ryan,WR
5,Baltimore Ravens,18341,Isaiah Washington,WR
5,Baltimore Ravens,18403,Deion Jennings,LB
5,Baltimore Ravens,19400,T.J. Tampa,CB
5,Baltimore Ravens,20085,Rasheen Ali,RB
5,Baltimore Ravens,24728,Malik Cunningham,WR
5,Baltimore Ravens,25389,Riley Sharp,TE
5,Baltimore Ravens,25395,Ryan Cooper Jr.,CB
5,Baltimore Ravens,25580,Roger Rosengarten,OT
5,Baltimore Ravens,25669,Devontez Walker,WR
5,Baltimore Ravens,26074,Trenton Simpson,LB
5,Baltimore Ravens,26084,Nate Wiggins,CB
5,Baltimore Ravens,26140,Qadir Ismail,TE
5,Baltimore Ravens,31656,Owen Wright,RB
5,Baltimore Ravens,47200,Team,
5,Baltimore Ravens,48406,C.J. Ravenell,DE
6,Tennessee Titans,105,Arden Key,LB
6,Tennessee Titans,191,Raekwon McMillan,LB
6,Tennessee Titans,211,Nick Folk,PK
6,Tennessee Titans,358,Daryl Worley,CB
6,Tennessee Titans,368,Malik Willis,QB
6,Tennessee Titans,371,Julius Chestnut,RB
6,Tennessee Titans,372,Hassan Haskins,RB
6,Tennessee Titans,376,Treylon Burks,WR
6,Tennessee Titans,380,Mason Kinsey,WR
6,Tennessee Titans,382,Kyle Philips,WR
6,Tennessee Titans,383,Nick Westbrook-Ikhine,WR
6,Tennessee Titans,387,Thomas Odukoya,TE
6,Tennessee Titans,388,Chigoziem Okonkwo,TE
6,Tennessee Titans,402,Dillon Radunz,OT
6,Tennessee Titans,412,Jeffery Simmons,DT
6,Tennessee Titans,415,Chance Campbell,LB
6,Tennessee Titans,419,Jack Gibbens,LB
6,Tennessee Titans,422,Harold Landry III,LB
6,Tennessee Titans,427,Rashad Weaver,LB
6,Tennessee Titans,428,Tre Avery,CB
6,Tennessee Titans,430,Caleb Farley,CB
6,Tennessee Titans,434,Roger McCreary,CB
6,Tennessee Titans,436,Elijah Molden,CB
6,Tennessee Titans,440,Amani Hooker,S
6,Tennessee Titans,446,Ryan Stonehouse,P
6,Tennessee Titans,447,Morgan Cox,LS
6,Tennessee Titans,543,Calvin Ridley,WR
6,Tennessee Titans,566,Abdullah Anderson,DT
6,Tennessee Titans,567,Marlon Davidson,DT
6,Tennessee Titans,689,Tyler Boyd,WR
6,Tennessee Titans,733,Chidobe Awuzie,CB
6,Tennessee Titans,766,DeAndre Hopkins,WR
6,Tennessee Titans,964,Justin Hardee,CB
6,Tennessee Titans,1005,Daniel Brunskill,OT
6,Tennessee Titans,1248,L'Jarius Sneed,CB
6,Tennessee Titans,1543,Darrell Baker Jr.,CB
6,Tennessee Titans,1563,Mason Rudolph,QB
6,Tennessee Titans,1693,Jamal Adams,S
6,Tennessee Titans,1695,Quandre Diggs,S
6,Tennessee Titans,1822,Jerome Baker,LB
6,Tennessee Titans,1947,Nick Vannett,TE
6,Tennessee Titans,2022,Lloyd Cushenberry III,C
6,Tennessee Titans,2082,Tony Pollard,RB
6,Tennessee Titans,2120,Quinton Bohanna,DT
6,Tennessee Titans,2128,Luke Gifford,LB
6,Tennessee Titans,2154,Joshua Kelley,RB
6,Tennessee Titans,2192,Sebastian Joseph-Day,DT
6,Tennessee Titans,2201,Kenneth Murray Jr.,LB
6,Tennessee Titans,2284,Ernest Jones,LB
6,Tennessee Titans,2347,James Lynch,DT
6,Tennessee Titans,2559,Shyheim Carter,S
6,Tennessee Titans,2674,Tay Martin,WR
6,Tennessee Titans,2862,Mike Brown,S
6,Tennessee Titans,3459,Matthew Wright,PK
6,Tennessee Titans,3991,Shane Ray,LB
6,Tennessee Titans,6480,Brayden Narveson,PK
6,Tennessee Titans,6641,Peter Skoronski,OT
6,Tennessee Titans,8070,Cedric Gray,LB
6,Tennessee Titans,9880,Jabari Small,RB
6,Tennessee Titans,10995,Keaton Ellis,S
6,Tennessee Titans,11789,Thomas Rush,LB
6,Tennessee Titans,12575,Kendell Brooks,S
6,Tennessee Titans,12898,TK McLendon Jr.,DE
6,Tennessee Titans,12909,Matthew Jackson,CB
6,Tennessee Titans,13421,David MartinRobinson,TE
6,Tennessee Titans,14150,JC Latham,OT
6,Tennessee Titans,14481,Kearis Jackson,WR
6,Tennessee Titans,15175,Jaylen Harrell,LB
6,Tennessee Titans,15780,Julius Wood,S
6,Tennessee Titans,16130,James Williams,LB
6,Tennessee Titans,16624,Josh Whyle,TE
6,Tennessee Titans,16707,Will Levis,QB
6,Tennessee Titans,17017,Isaiah Iton,DT
6,Tennessee Titans,17058,Otis Reese,LB
6,Tennessee Titans,17640,Gabe JeudLally,CB
6,Tennessee Titans,17791,Steven Stilianos,TE
6,Tennessee Titans,18016,Jaelyn Duncan,OT
6,Tennessee Titans,19187,Sam Schnee,WR
6,Tennessee Titans,21972,Khalid Duke,LB
6,Tennessee Titans,22015,Ty Zentner,P
6,Tennessee Titans,22656,Tyjae Spears,RB
6,Tennessee Titans,22663,Jha'Quan Jackson,WR
6,Tennessee Titans,22972,Eric Garror,CB
6,Tennessee Titans,24433,Keondre Coburn,DT
6,Tennessee Titans,24439,T'Vondre Sweat,DT
6,Tennessee Titans,24687,Mikel Jones,LB
6,Tennessee Titans,24817,Jarvis Brownlee,CB
6,Tennessee Titans,25803,Ali Gaye,LB
6,Tennessee Titans,28968,Bryce Oliver,WR
6,Tennessee Titans,29657,Robert Javier,CB
6,Tennessee Titans,36278,Caleb Murphy,LB
6,Tennessee Titans,36280,Anthony Kendall,CB
6,Tennessee Titans,48313,Tay Gowan,CB
7,Detroit Lions,52,Javelin Guidry,CB
7,Detroit Lions,54,Amik Robertson,CB
7,Detroit Lions,320,Kevin Zeitler,G
7,Detroit Lions,423,David Long Jr.,LB
7,Detroit Lions,449,Jared Goff,QB
7,Detroit Lions,450,Nate Sudfeld,QB
7,Detroit Lions,453,Jermar Jefferson,RB
7,Detroit Lions,454,Craig Reynolds,RB
7,Detroit Lions,458,Maurice Alexander,WR
7,Detroit Lions,461,Tom Kennedy,WR
7,Detroit Lions,462,Kalif Raymond,WR
7,Detroit Lions,464,Amon-Ra St. Brown,WR
7,Detroit Lions,465,Jameson Williams,WR
7,Detroit Lions,468,James Mitchell,TE
7,Detroit Lions,469,Brock Wright,TE
7,Detroit Lions,470,Shane Zylstra,TE
7,Detroit Lions,473,Frank Ragnow,C
7,Detroit Lions,479,Taylor Decker,OT
7,Detroit Lions,484,Penei Sewell,OT
7,Detroit Lions,485,Dan Skipper,OT
7,Detroit Lions,490,Aidan Hutchinson,DE
7,Detroit Lions,491,Levi Onwuzurike,DE
